used,pack,easting,northing,elevation,deerwin
0,Bow valley,574470,5678010,1605,4
0,Bow valley,561904,5694413,1623,4
0,Bow valley,589782,5671852,1902,4
0,Bow valley,586783,5670132,1765,4
0,Bow valley,593730,5668009,1441,5
0,Bow valley,564645,5692269,1680,4
0,Bow valley,569159,5678574,1768,4
0,Bow valley,600625,5660213,1889,3
0,Bow valley,571185,5678756,1631,4
0,Bow valley,563455,5693536,1694,4
0,Bow valley,570583,5679675,1661,4
0,Bow valley,574295,5677776,1636,4
0,Bow valley,602596,5658776,1697,3
0,Bow valley,570864,5684327,1626,4
0,Bow valley,584579,5669578,2099,3
0,Bow valley,583115,5679123,1884,4
0,Bow valley,563166,5690138,1494,4
0,Bow valley,593758,5669313,1402,5
0,Bow valley,574400,5679203,1458,4
0,Bow valley,560726,5694188,1520,4
0,Bow valley,580081,5677398,1420,5
0,Bow valley,575282,5674925,2149,4
0,Bow valley,594377,5664308,2100,3
0,Bow valley,568159,5680089,1955,4
0,Bow valley,563782,5692508,1638,4
0,Bow valley,564224,5693278,1750,4
0,Bow valley,590077,5666555,1847,5
0,Bow valley,579300,5672173,1675,3
0,Bow valley,599247,5663020,1779,3
0,Bow valley,572607,5679599,1560,4
0,Bow valley,586591,5673819,1402,5
0,Bow valley,592742,5667822,1415,5
0,Bow valley,568945,5686913,1636,4
0,Bow valley,557912,5696890,1587,4
0,Bow valley,556824,5696499,1573,4
0,Bow valley,583133,5675579,1411,5
0,Bow valley,572208,5676662,1898,4
0,Bow valley,574652,5679724,1438,4
0,Bow valley,586636,5669129,2011,3
0,Bow valley,563111,5692712,1615,4
0,Bow valley,568824,5686131,1553,4
0,Bow valley,576523,5675844,2043,4
0,Bow valley,573660,5684839,2590,1
0,Bow valley,592495,5670102,1626,6
0,Bow valley,561259,5691021,1612,4
0,Bow valley,581669,5677114,1433,6
0,Bow valley,572432,5681604,1448,4
0,Bow valley,596913,5665764,1778,4
0,Bow valley,589717,5667294,1677,5
0,Bow valley,568623,5685135,1492,4
0,Bow valley,587026,5674687,1514,6
0,Bow valley,603580,5657411,1554,4
0,Bow valley,596585,5662552,2173,1
0,Bow valley,582663,5673293,1712,5
0,Bow valley,596972,5664154,2171,1
0,Bow valley,580810,5674712,1708,4
0,Bow valley,571213,5683216,1503,4
0,Bow valley,570524,5677753,1541,4
0,Bow valley,564572,5686561,1620,4
0,Bow valley,568694,5679254,1877,4
0,Bow valley,588316,5667028,2244,1
0,Bow valley,590005,5666994,1741,5
0,Bow valley,593419,5664152,1883,4
0,Bow valley,573054,5677563,1661,4
0,Bow valley,599376,5659722,2088,1
0,Bow valley,586918,5668598,1656,3
0,Bow valley,591003,5667506,1699,4
0,Bow valley,576580,5676802,1843,4
0,Bow valley,571151,5686431,2248,4
0,Bow valley,575377,5679843,1433,3
0,Bow valley,560520,5695126,1559,4
0,Bow valley,586850,5675443,1601,6
0,Bow valley,582458,5670790,2544,1
0,Bow valley,568144,5689663,2060,4
0,Bow valley,566927,5683358,1621,4
0,Bow valley,572714,5680412,1460,4
0,Bow valley,594491,5664151,2075,3
0,Bow valley,577356,5677483,1901,5
0,Bow valley,577928,5676414,1986,4
0,Bow valley,579059,5678832,1433,5
0,Bow valley,563081,5687122,1852,4
0,Bow valley,597504,5664969,1801,3
0,Bow valley,581217,5679459,1558,4
0,Bow valley,586124,5671461,1599,4
0,Bow valley,571966,5678255,1536,4
0,Bow valley,598127,5665168,1682,4
0,Bow valley,586559,5674779,1450,5
0,Bow valley,577633,5673326,2598,1
0,Bow valley,559729,5692475,1674,4
0,Bow valley,560042,5692350,1633,4
0,Bow valley,570321,5680526,1622,4
0,Bow valley,588940,5673870,1968,3
0,Bow valley,601717,5659165,1947,3
0,Bow valley,583515,5678950,1839,4
0,Bow valley,568973,5683529,1463,4
0,Bow valley,580285,5675708,1641,4
0,Bow valley,593632,5670631,1617,4
0,Bow valley,572238,5679307,1563,4
0,Bow valley,585076,5670929,1964,1
0,Bow valley,583879,5670009,2264,1
0,Bow valley,581424,5674045,1592,5
0,Bow valley,576415,5677435,1746,4
0,Bow valley,557385,5695554,1565,4
0,Bow valley,577065,5675947,1986,4
0,Bow valley,571954,5682856,1457,3
0,Bow valley,575251,5676968,1832,3
0,Bow valley,592279,5667016,1482,6
0,Bow valley,575052,5685111,2209,4
0,Bow valley,602443,5658248,1778,3
0,Bow valley,589539,5667793,1572,5
0,Bow valley,587470,5675338,1849,4
0,Bow valley,583180,5672349,2035,4
0,Bow valley,595858,5666203,2011,1
0,Bow valley,573656,5683993,2411,3
0,Bow valley,570828,5686891,2227,3
0,Bow valley,562821,5690681,1494,3
0,Bow valley,592205,5669272,1403,5
0,Bow valley,568708,5688316,1886,4
0,Bow valley,590434,5673402,2063,3
0,Bow valley,568762,5688474,1933,4
0,Bow valley,576027,5676989,1803,4
0,Bow valley,579320,5680008,1470,4
0,Bow valley,582438,5672168,2314,3
0,Bow valley,585856,5673163,1402,5
0,Bow valley,567559,5686120,1494,4
0,Bow valley,591838,5670981,2143,3
0,Bow valley,588250,5675168,2276,3
0,Bow valley,584186,5678204,1760,4
0,Bow valley,597616,5664059,1886,3
0,Bow valley,570789,5681188,1535,4
0,Bow valley,561943,5689703,1635,4
0,Bow valley,579915,5677984,1432,5
0,Bow valley,566824,5688079,1552,4
0,Bow valley,569182,5687254,1753,4
0,Bow valley,566514,5691619,1913,4
0,Bow valley,586189,5676349,1636,5
0,Bow valley,567071,5681442,1847,3
0,Bow valley,558700,5695420,1544,4
0,Bow valley,590447,5668636,1402,5
0,Bow valley,563679,5687641,1640,4
0,Bow valley,568564,5681139,1690,4
0,Bow valley,593188,5669438,1402,5
0,Bow valley,564518,5692669,1707,4
0,Bow valley,563604,5691640,1554,4
0,Bow valley,588093,5670849,1402,5
0,Bow valley,589801,5673750,1930,4
0,Bow valley,578140,5677452,1526,4
0,Bow valley,586481,5672372,1403,4
0,Bow valley,579766,5676935,1457,4
0,Bow valley,573993,5675657,2040,4
0,Bow valley,574305,5685781,2367,1
0,Bow valley,574950,5675060,2252,3
0,Bow valley,602639,5657857,1684,3
0,Bow valley,593865,5665603,2329,1
0,Bow valley,585107,5672538,1625,4
0,Bow valley,567385,5683813,1518,4
0,Bow valley,574385,5683050,1882,4
0,Bow valley,601623,5660018,1788,3
0,Bow valley,574857,5678786,1515,4
0,Bow valley,580974,5679098,1512,4
0,Bow valley,570418,5686739,2025,5
0,Bow valley,603595,5659169,1563,4
0,Bow valley,583460,5674056,1486,4
0,Bow valley,579014,5675134,2104,3
0,Bow valley,558764,5695739,1560,4
0,Bow valley,586999,5668318,1806,3
0,Bow valley,564641,5686029,1656,4
0,Bow valley,559478,5694946,1550,4
0,Bow valley,583905,5675626,1424,6
0,Bow valley,598242,5663479,1905,3
0,Bow valley,573112,5683963,1982,4
0,Bow valley,573450,5681939,1448,3
0,Bow valley,587590,5672963,1407,5
0,Bow valley,569787,5687840,2039,4
0,Bow valley,569135,5682804,1489,4
0,Bow valley,576656,5681732,1744,4
0,Bow valley,593443,5670428,1699,4
0,Bow valley,597594,5662563,2432,3
0,Bow valley,573511,5679927,1477,4
0,Bow valley,569713,5686986,1901,1
0,Bow valley,595388,5664082,2256,3
0,Bow valley,574843,5682469,1764,4
0,Bow valley,564777,5691019,1584,4
0,Bow valley,595033,5664796,2361,1
0,Bow valley,583656,5669802,2403,4
0,Bow valley,590816,5667515,1685,4
0,Bow valley,576627,5680381,1610,4
0,Bow valley,573910,5685809,2403,1
0,Bow valley,585143,5672589,1584,4
0,Bow valley,601514,5658617,2214,3
0,Bow valley,563483,5687702,1653,4
0,Bow valley,590394,5673377,2067,3
0,Bow valley,567447,5682342,1647,4
0,Bow valley,584822,5676959,1539,4
0,Bow valley,581442,5675731,1473,4
0,Bow valley,577658,5675409,2178,5
0,Bow valley,571263,5685851,2063,5
0,Bow valley,577338,5676173,1961,4
0,Bow valley,566608,5683416,1636,5
0,Bow valley,601808,5661495,1792,4
0,Bow valley,571413,5677735,1615,4
0,Bow valley,586593,5670920,1625,4
0,Bow valley,560059,5695945,1593,4
0,Bow valley,593117,5664318,1785,5
0,Bow valley,565059,5686129,1596,4
0,Bow valley,577774,5675840,2063,3
0,Bow valley,595364,5662164,2334,1
0,Bow valley,567248,5686292,1494,4
0,Bow valley,579137,5677046,1507,4
0,Bow valley,562497,5688480,1724,4
0,Bow valley,591858,5666989,1478,4
0,Bow valley,586481,5668178,1725,3
0,Bow valley,585032,5671637,1875,1
0,Bow valley,588850,5673991,2045,4
0,Bow valley,561022,5695039,1588,4
0,Bow valley,576071,5676776,1849,4
0,Bow valley,593359,5664303,1919,4
0,Bow valley,580601,5677960,1441,5
0,Bow valley,586416,5676695,1697,5
0,Bow valley,597529,5663235,2132,1
0,Bow valley,559610,5696145,1569,4
0,Bow valley,567000,5681386,1867,3
0,Bow valley,568610,5685001,1486,4
0,Bow valley,583479,5670182,2153,4
0,Bow valley,586420,5672476,1403,4
0,Bow valley,580191,5681460,2054,4
0,Bow valley,599161,5662243,1904,3
0,Bow valley,583486,5678471,1773,4
0,Bow valley,567899,5686428,1504,4
0,Bow valley,586855,5670564,1662,4
0,Bow valley,602145,5658718,1878,3
0,Bow valley,579254,5680303,1519,4
0,Bow valley,580230,5678824,1453,4
0,Bow valley,597308,5666442,1622,4
0,Bow valley,565555,5686562,1544,4
0,Bow valley,600596,5660559,1877,3
0,Bow valley,596281,5664534,2201,4
0,Bow valley,572282,5680132,1527,4
0,Bow valley,572670,5682698,1516,4
0,Bow valley,575304,5682687,1836,4
0,Bow valley,599295,5660709,2068,3
0,Bow valley,576222,5683855,2100,3
0,Bow valley,584825,5677217,1574,4
0,Bow valley,583719,5675516,1408,6
0,Bow valley,598361,5665039,1656,4
0,Bow valley,595041,5666111,1906,3
0,Bow valley,572747,5679452,1559,4
0,Bow valley,580874,5676279,1432,4
0,Bow valley,558224,5697095,1585,4
0,Bow valley,580946,5674967,1643,5
0,Bow valley,581429,5671946,2435,3
0,Bow valley,596581,5667643,1523,4
0,Bow valley,592276,5666924,1486,6
0,Bow valley,585252,5676605,1498,5
0,Bow valley,585733,5668802,2064,1
0,Bow valley,574140,5683633,2187,3
0,Bow valley,579206,5679835,1448,4
0,Bow valley,577134,5676121,1959,4
0,Bow valley,586080,5676526,1730,5
0,Bow valley,563887,5689082,1504,4
0,Bow valley,592661,5671259,2124,3
0,Bow valley,577444,5674490,2286,1
0,Bow valley,596473,5664169,2163,4
0,Bow valley,561506,5694678,1594,4
0,Bow valley,575558,5681181,1559,4
0,Bow valley,569231,5681126,1629,4
0,Bow valley,593247,5670654,1841,4
0,Bow valley,591904,5664584,1521,4
0,Bow valley,576007,5674173,2271,3
0,Bow valley,568635,5687296,1644,4
0,Bow valley,580239,5677405,1422,5
0,Bow valley,597373,5662119,2375,3
0,Bow valley,567076,5687564,1550,4
0,Bow valley,595048,5664104,2192,3
0,Bow valley,573205,5682568,1546,4
0,Bow valley,583653,5671618,1920,3
0,Bow valley,578231,5678203,1431,4
0,Bow valley,586750,5668266,1784,3
0,Bow valley,578590,5680951,1650,4
0,Bow valley,599257,5663180,1771,3
0,Bow valley,583566,5677603,1674,5
0,Bow valley,572579,5680698,1457,4
0,Bow valley,599802,5664294,1756,4
0,Bow valley,562587,5689231,1603,4
0,Bow valley,566228,5682918,1753,4
0,Bow valley,573671,5678779,1549,4
0,Bow valley,577523,5675200,2228,5
0,Bow valley,567391,5690642,1921,4
0,Bow valley,588339,5674460,2098,4
0,Bow valley,569573,5684636,1519,4
0,Bow valley,572388,5680238,1500,4
0,Bow valley,571811,5682699,1454,3
0,Bow valley,588324,5671995,1405,5
0,Bow valley,568007,5684838,1491,4
0,Bow valley,562102,5692160,1510,4
0,Bow valley,573557,5678229,1579,4
0,Bow valley,563433,5693289,1672,4
0,Bow valley,589927,5667532,1573,5
0,Bow valley,595868,5667776,1492,5
0,Bow valley,570585,5683915,1519,4
0,Bow valley,560392,5693571,1520,4
0,Bow valley,595834,5667771,1491,5
0,Bow valley,596750,5662085,2498,1
0,Bow valley,594475,5662723,2010,4
0,Bow valley,588688,5671064,1402,4
0,Bow valley,565742,5689664,1554,4
0,Bow valley,584851,5673621,1446,4
0,Bow valley,565170,5685172,1665,4
0,Bow valley,584851,5671006,2090,3
0,Bow valley,556854,5696364,1587,4
0,Bow valley,567350,5682230,1679,4
0,Bow valley,578047,5673993,2447,1
0,Bow valley,570872,5677632,1583,4
0,Bow valley,574845,5677285,1794,3
0,Bow valley,583169,5676171,1452,6
0,Bow valley,570098,5686091,1793,5
0,Bow valley,568898,5681050,1667,4
0,Bow valley,591707,5668957,1402,5
0,Bow valley,580320,5678869,1469,4
0,Bow valley,585952,5669741,2111,3
0,Bow valley,594276,5667379,1507,4
0,Bow valley,572572,5680090,1512,4
0,Bow valley,582968,5677083,1474,6
0,Bow valley,584737,5675852,1415,6
0,Bow valley,577875,5675761,2086,3
0,Bow valley,565244,5685697,1624,4
0,Bow valley,568813,5684842,1487,4
0,Bow valley,577510,5674736,2270,1
0,Bow valley,599196,5661376,2152,3
0,Bow valley,564217,5691303,1554,4
0,Bow valley,574551,5675986,2075,4
0,Bow valley,558045,5694979,1552,4
0,Bow valley,558205,5696611,1596,4
0,Bow valley,575574,5682279,1765,4
0,Bow valley,570232,5687831,2030,4
0,Bow valley,569219,5688883,2072,1
0,Bow valley,582191,5671832,2694,1
0,Bow valley,588971,5669212,1403,5
0,Bow valley,586500,5667791,1816,3
0,Bow valley,595882,5664588,2348,1
0,Bow valley,557302,5696825,1550,4
0,Bow valley,592624,5670125,1643,4
0,Bow valley,574740,5683869,2673,1
0,Bow valley,590291,5671337,1753,4
0,Bow valley,577058,5675880,1996,4
0,Bow valley,570978,5682097,1453,4
0,Bow valley,579740,5679329,1436,4
0,Bow valley,571917,5678071,1559,4
0,Bow valley,566917,5689630,1631,4
0,Bow valley,581950,5670976,2643,1
0,Bow valley,580421,5673183,1631,4
0,Bow valley,571979,5684114,1760,5
0,Bow valley,590271,5668686,1402,5
0,Bow valley,584967,5671767,1863,1
0,Bow valley,576557,5674765,2281,3
0,Bow valley,589895,5673722,1909,4
0,Bow valley,565350,5690657,1596,4
0,Bow valley,603631,5658844,1590,4
0,Bow valley,585519,5673113,1418,4
0,Bow valley,573524,5678812,1549,4
0,Bow valley,573726,5678442,1547,4
0,Bow valley,563461,5687997,1630,4
0,Bow valley,600631,5662519,1756,4
0,Bow valley,580533,5675383,1677,4
0,Bow valley,564610,5693137,1788,4
0,Bow valley,569369,5685455,1570,4
0,Bow valley,589798,5666638,1942,1
0,Bow valley,589045,5667287,1833,5
0,Bow valley,573063,5684696,2362,3
0,Bow valley,576078,5676513,1883,4
0,Bow valley,576066,5676967,1800,4
0,Bow valley,567744,5686560,1504,4
0,Bow valley,575593,5675790,2016,4
0,Bow valley,595845,5665739,2084,3
0,Bow valley,586618,5669352,1997,1
0,Bow valley,578110,5676550,1993,5
0,Bow valley,568579,5679741,1916,4
0,Bow valley,574189,5685019,2251,1
0,Bow valley,593756,5667359,1549,4
0,Bow valley,572616,5685649,2618,1
0,Bow valley,561718,5691523,1524,4
0,Bow valley,589475,5668346,1470,4
0,Bow valley,588029,5671521,1402,5
0,Bow valley,567838,5690396,2009,4
0,Bow valley,572658,5684354,1945,5
0,Bow valley,578547,5675391,2180,5
0,Bow valley,584504,5671292,2237,3
0,Bow valley,577802,5675989,2038,3
0,Bow valley,564315,5688470,1533,4
0,Bow valley,591507,5667676,1508,4
0,Bow valley,562464,5690477,1514,4
0,Bow valley,585904,5675705,1461,5
0,Bow valley,579787,5680292,1614,5
0,Bow valley,581431,5678140,1579,4
0,Bow valley,574481,5682951,1849,4
0,Bow valley,569590,5683166,1463,1
0,Bow valley,590173,5668363,1414,4
0,Bow valley,590531,5667412,1595,4
0,Bow valley,573390,5680182,1458,4
0,Bow valley,560276,5696085,1610,4
0,Bow valley,574760,5680748,1447,3
0,Bow valley,597555,5664870,1813,3
0,Bow valley,575547,5684296,2127,3
0,Bow valley,597734,5664536,1832,3
0,Bow valley,588038,5673424,1538,6
0,Bow valley,601165,5661636,1738,4
0,Bow valley,571361,5679036,1623,4
0,Bow valley,600161,5661269,1871,3
0,Bow valley,559050,5697466,1609,4
0,Bow valley,583110,5670597,2183,4
0,Bow valley,597332,5661176,2107,5
0,Bow valley,591374,5665936,1551,4
0,Bow valley,572459,5685358,2336,3
0,Bow valley,573501,5679391,1520,4
0,Bow valley,597557,5664916,1804,3
0,Bow valley,586997,5675410,1640,5
0,Bow valley,597616,5666839,1552,3
0,Bow valley,577742,5676305,1971,3
0,Bow valley,562668,5694181,1674,4
0,Bow valley,571516,5686254,2363,3
0,Bow valley,581105,5675186,1558,5
0,Bow valley,586511,5676549,1610,6
0,Bow valley,572116,5677443,1710,3
0,Bow valley,591799,5672039,2389,1
0,Bow valley,578497,5681473,1818,5
0,Bow valley,571757,5677310,1737,3
0,Bow valley,568325,5681247,1701,4
0,Bow valley,580063,5672060,1790,4
0,Bow valley,569433,5680590,1673,4
0,Bow valley,560525,5693898,1520,4
0,Bow valley,579979,5673119,1623,4
0,Bow valley,584315,5677732,1703,4
0,Bow valley,599665,5662579,1780,3
0,Bow valley,572438,5680257,1497,4
0,Bow valley,559442,5695766,1551,4
0,Bow valley,586324,5673282,1402,5
0,Bow valley,590614,5667555,1610,4
0,Bow valley,572271,5677145,1761,3
0,Bow valley,567268,5681428,1819,3
0,Bow valley,590733,5666170,1678,4
0,Bow valley,584965,5673629,1438,4
0,Bow valley,589283,5668004,1570,5
0,Bow valley,567190,5685664,1493,4
0,Bow valley,588141,5666959,2311,1
0,Bow valley,562966,5688646,1616,4
0,Bow valley,583683,5673392,1574,5
0,Bow valley,567872,5685831,1494,4
0,Bow valley,568032,5690619,2050,4
0,Bow valley,571357,5684127,1649,5
0,Bow valley,571815,5683380,1525,4
0,Bow valley,578758,5679539,1466,4
0,Bow valley,563837,5690970,1499,4
0,Bow valley,566556,5689782,1605,4
0,Bow valley,568590,5684470,1463,4
0,Bow valley,571824,5681585,1458,4
0,Bow valley,570604,5679004,1671,4
0,Bow valley,581553,5670912,2555,1
0,Bow valley,565754,5685888,1550,4
0,Bow valley,597678,5665202,1745,4
0,Bow valley,570651,5680133,1620,4
0,Bow valley,565147,5691687,1647,4
0,Bow valley,575303,5678824,1489,4
0,Bow valley,578944,5678777,1433,5
0,Bow valley,573665,5678923,1490,4
0,Bow valley,573853,5683272,1879,5
0,Bow valley,567054,5685197,1515,4
0,Bow valley,570874,5688350,2127,3
0,Bow valley,564144,5692027,1615,4
0,Bow valley,580082,5675866,1644,4
0,Bow valley,568214,5689718,2061,4
0,Bow valley,565390,5686488,1559,4
0,Bow valley,567494,5685379,1488,4
0,Bow valley,580230,5674301,1841,4
0,Bow valley,602446,5661167,1917,5
0,Bow valley,581714,5675746,1435,4
0,Bow valley,572129,5678237,1596,4
0,Bow valley,601268,5661438,1736,3
0,Bow valley,569665,5689297,2249,3
0,Bow valley,574771,5682697,1817,4
0,Bow valley,576609,5679401,1433,3
0,Bow valley,575359,5676084,2068,4
0,Bow valley,602904,5660751,1950,4
0,Bow valley,567738,5690522,1968,4
0,Bow valley,582825,5673274,1683,5
0,Bow valley,573371,5683019,1717,4
0,Bow valley,569558,5679061,1773,4
0,Bow valley,594482,5665570,2186,3
0,Bow valley,584702,5672902,1583,4
0,Bow valley,582526,5672661,1991,1
0,Bow valley,590596,5670227,1568,6
0,Bow valley,587782,5672057,1402,5
0,Bow valley,569964,5686589,1879,5
0,Bow valley,567288,5684738,1521,4
0,Bow valley,582423,5679833,1977,4
0,Bow valley,577560,5675793,2069,4
0,Bow valley,587878,5675279,2091,3
0,Bow valley,577609,5683446,2179,1
0,Bow valley,571914,5678684,1581,4
0,Bow valley,580224,5678592,1433,4
0,Bow valley,575774,5676091,1947,4
0,Bow valley,599535,5662721,1781,3
0,Bow valley,578512,5672937,2094,3
0,Bow valley,561410,5695320,1644,4
0,Bow valley,575714,5681967,1705,4
0,Bow valley,582924,5675717,1424,6
0,Bow valley,572225,5687395,2708,1
0,Bow valley,567788,5683403,1511,4
0,Bow valley,567699,5688965,1752,4
0,Bow valley,571205,5683810,1581,4
0,Bow valley,597636,5663883,1925,3
0,Bow valley,577455,5674201,2361,1
0,Bow valley,582589,5679247,1805,4
0,Bow valley,592877,5663884,1645,4
0,Bow valley,595020,5668525,1404,5
0,Bow valley,586243,5670783,1741,4
0,Bow valley,586586,5667862,1852,3
0,Bow valley,558480,5694976,1529,3
0,Bow valley,563189,5693211,1635,4
0,Bow valley,564688,5684542,1847,5
0,Bow valley,570041,5678654,1706,4
0,Bow valley,568564,5683212,1494,4
0,Bow valley,592093,5668108,1402,5
0,Bow valley,562488,5694963,1717,4
0,Bow valley,584055,5674483,1416,5
0,Bow valley,563426,5690065,1494,4
0,Bow valley,600810,5662726,1788,4
0,Bow valley,578780,5681695,1910,4
0,Bow valley,572889,5683591,1758,4
0,Bow valley,568019,5680190,1958,4
0,Bow valley,592284,5669441,1426,6
0,Bow valley,581050,5676182,1432,4
0,Bow valley,593143,5670806,1935,3
0,Bow valley,564142,5691980,1608,4
0,Bow valley,577214,5676336,1934,4
0,Bow valley,575110,5678105,1571,0
0,Bow valley,564511,5685299,1764,5
0,Bow valley,589950,5670441,1487,6
0,Bow valley,560666,5693468,1520,4
0,Bow valley,589949,5666743,1850,5
0,Bow valley,586290,5673985,1402,5
0,Bow valley,590195,5668987,1402,5
0,Bow valley,561300,5694038,1554,4
0,Bow valley,564928,5687261,1527,4
0,Bow valley,575730,5679744,1433,3
0,Bow valley,562839,5687844,1805,4
0,Bow valley,584731,5676868,1544,4
0,Bow valley,572460,5684156,1820,4
0,Bow valley,591142,5669432,1439,6
0,Bow valley,597173,5665692,1734,4
0,Bow valley,592675,5671063,2059,4
0,Bow valley,586685,5669974,1813,4
0,Bow valley,563440,5690906,1494,4
0,Bow valley,561000,5690598,1642,4
0,Bow valley,589907,5672608,2232,3
0,Bow valley,559555,5695398,1536,4
0,Bow valley,593081,5665304,1990,4
0,Bow valley,577460,5680653,1704,4
0,Bow valley,570417,5686198,1890,5
0,Bow valley,596203,5663870,2253,1
0,Bow valley,574832,5683465,2291,3
0,Bow valley,586370,5669841,1959,1
0,Bow valley,582839,5673078,1763,5
0,Bow valley,598128,5663094,2040,4
0,Bow valley,562300,5692357,1523,4
0,Bow valley,598582,5663622,1798,3
0,Bow valley,563767,5688841,1521,4
0,Bow valley,566270,5688596,1524,4
0,Bow valley,585506,5669869,2235,3
0,Bow valley,580721,5680274,1757,5
0,Bow valley,590833,5665173,1564,4
0,Red Deer,562834,5724590,2472,1
0,Red Deer,591777,5719820,2243,3
0,Red Deer,563719,5713470,2661,1
0,Red Deer,562616,5707978,2153,7
0,Red Deer,561549,5694536,1585,4
0,Red Deer,578655,5716248,2234,3
0,Red Deer,591401,5715198,1885,5
0,Red Deer,588137,5725672,1672,4
0,Red Deer,562016,5721681,2531,1
0,Red Deer,579118,5735062,2315,0
0,Red Deer,600264,5718787,2139,0
0,Red Deer,559676,5701954,2563,1
0,Red Deer,572745,5720130,2027,4
0,Red Deer,584576,5734590,2341,0
0,Red Deer,585697,5732408,2334,0
0,Red Deer,562879,5699940,2274,1
0,Red Deer,569363,5731730,2367,3
0,Red Deer,577659,5729246,2035,5
0,Red Deer,573344,5708582,2081,4
0,Red Deer,591460,5714431,1823,4
0,Red Deer,562159,5700901,2073,3
0,Red Deer,563987,5724398,2529,1
0,Red Deer,563954,5696068,2267,4
0,Red Deer,588679,5730508,2025,0
0,Red Deer,565808,5692829,1732,4
0,Red Deer,582515,5737439,2479,0
0,Red Deer,599040,5723804,2126,0
0,Red Deer,579756,5707202,2357,1
0,Red Deer,561196,5701204,2218,3
0,Red Deer,589453,5711097,2182,1
0,Red Deer,580283,5709658,2534,1
0,Red Deer,578405,5715156,2211,4
0,Red Deer,569115,5703539,2099,1
0,Red Deer,578731,5730389,2284,3
0,Red Deer,587933,5716363,2408,4
0,Red Deer,575124,5699884,2640,1
0,Red Deer,570942,5735195,2388,4
0,Red Deer,590045,5723593,2839,1
0,Red Deer,563284,5713723,2531,1
0,Red Deer,571238,5735003,2501,1
0,Red Deer,578650,5731577,2394,1
0,Red Deer,574729,5700315,2594,1
0,Red Deer,584345,5712479,2182,4
0,Red Deer,580966,5705662,2348,3
0,Red Deer,577326,5730306,2252,3
0,Red Deer,563903,5725210,2442,1
0,Red Deer,572314,5700741,2522,1
0,Red Deer,579685,5711560,2440,1
0,Red Deer,594923,5725826,2400,0
0,Red Deer,596270,5728889,1784,0
0,Red Deer,599908,5719746,1955,0
0,Red Deer,577665,5717208,2227,1
0,Red Deer,565763,5702590,2513,1
0,Red Deer,574243,5734691,2615,0
0,Red Deer,584328,5710042,2145,4
0,Red Deer,570701,5714634,2335,1
0,Red Deer,573416,5738723,2411,1
0,Red Deer,565617,5715709,2739,1
0,Red Deer,588075,5715135,2535,1
0,Red Deer,593667,5717665,2086,3
0,Red Deer,584168,5734038,2439,0
0,Red Deer,585932,5731178,2905,1
0,Red Deer,580702,5731357,2201,3
0,Red Deer,558300,5705845,2186,3
0,Red Deer,569599,5696058,2453,1
0,Red Deer,594534,5714831,1991,4
0,Red Deer,586949,5725712,1675,3
0,Red Deer,578665,5701556,2489,1
0,Red Deer,596877,5723688,2749,0
0,Red Deer,581728,5707354,2084,4
0,Red Deer,572778,5738757,2526,1
0,Red Deer,573651,5734666,2437,3
0,Red Deer,596078,5716397,1991,4
0,Red Deer,571178,5711791,1952,3
0,Red Deer,565407,5699237,2088,4
0,Red Deer,575521,5725647,1917,4
0,Red Deer,582824,5727186,1975,5
0,Red Deer,563760,5710005,2126,3
0,Red Deer,596863,5719880,2095,3
0,Red Deer,571856,5711469,2112,4
0,Red Deer,579760,5724827,1765,4
0,Red Deer,561885,5723777,2456,1
0,Red Deer,586535,5715024,2291,3
0,Red Deer,571028,5718269,1980,4
0,Red Deer,573450,5705862,2496,3
0,Red Deer,575566,5728823,2447,1
0,Red Deer,576097,5701877,2294,3
0,Red Deer,578413,5724329,1832,4
0,Red Deer,595515,5718247,2041,4
0,Red Deer,582690,5731527,2284,3
0,Red Deer,576555,5731505,2281,3
0,Red Deer,583107,5725343,1727,4
0,Red Deer,578266,5719937,2321,1
0,Red Deer,560786,5705111,2804,1
0,Red Deer,563937,5699431,2432,1
0,Red Deer,575229,5713074,2212,4
0,Red Deer,570909,5719803,2512,1
0,Red Deer,582745,5727354,2024,5
0,Red Deer,588252,5735417,2387,0
0,Red Deer,570721,5695419,2504,1
0,Red Deer,556365,5706777,1737,3
0,Red Deer,575339,5721977,2012,5
0,Red Deer,568924,5706402,2325,1
0,Red Deer,575974,5734095,2563,0
0,Red Deer,594600,5730523,1619,0
0,Red Deer,581872,5712039,2430,1
0,Red Deer,593424,5721785,2295,3
0,Red Deer,565535,5702621,2478,1
0,Red Deer,576788,5723487,1823,4
0,Red Deer,571758,5700722,2579,1
0,Red Deer,559151,5711414,1821,3
0,Red Deer,566300,5703962,2345,1
0,Red Deer,583209,5724198,1767,4
0,Red Deer,584115,5725389,1719,4
0,Red Deer,558412,5713523,1832,3
0,Red Deer,560523,5720287,2186,4
0,Red Deer,557422,5709910,1830,4
0,Red Deer,561978,5713198,1960,4
0,Red Deer,567669,5727406,2341,3
0,Red Deer,581213,5708590,2151,3
0,Red Deer,576325,5737481,2138,0
0,Red Deer,577582,5733171,2721,1
0,Red Deer,594264,5715705,1867,4
0,Red Deer,567828,5722146,2876,1
0,Red Deer,567418,5720401,2410,1
0,Red Deer,562752,5704364,2584,1
0,Red Deer,597810,5716937,2390,1
0,Red Deer,578783,5732569,2295,3
0,Red Deer,594784,5730812,1616,0
