used,pack,easting,northing,elevation,deerwin
0,Red Deer,598644,5718582,2295,1
0,Red Deer,595894,5717185,2157,5
0,Red Deer,585525,5723749,1864,4
0,Red Deer,596849,5727931,1981,0
0,Red Deer,575566,5700531,2625,1
0,Red Deer,577730,5738233,2119,0
0,Red Deer,587487,5715078,2465,1
0,Red Deer,568334,5715321,2834,1
0,Red Deer,596869,5721654,2012,4
0,Red Deer,577869,5710550,2825,1
0,Red Deer,578256,5730521,2368,1
0,Red Deer,571374,5698785,2443,1
0,Red Deer,567823,5694760,2620,1
0,Red Deer,580143,5737692,2600,0
0,Red Deer,569366,5701046,2189,4
0,Red Deer,591153,5727362,2260,1
0,Red Deer,593023,5712487,2054,4
0,Red Deer,570922,5710208,2220,5
0,Red Deer,584771,5720245,2320,1
0,Red Deer,580929,5736921,2783,0
0,Red Deer,573022,5717183,1875,4
0,Red Deer,568481,5701793,1959,1
0,Red Deer,586436,5723421,2006,4
0,Red Deer,584383,5725071,1707,4
0,Red Deer,564340,5710591,2125,4
0,Red Deer,580169,5708596,2236,3
0,Red Deer,573218,5702895,2573,1
0,Red Deer,564174,5717925,2738,1
0,Red Deer,563242,5720830,2816,1
0,Red Deer,566002,5704767,2227,3
0,Red Deer,579051,5709406,2564,1
0,Red Deer,566207,5716289,2697,1
0,Red Deer,599286,5716972,2313,1
0,Red Deer,587885,5719745,2168,4
0,Red Deer,562714,5722220,2802,1
0,Red Deer,582043,5724953,1744,4
0,Red Deer,600524,5717715,2269,0
0,Red Deer,567329,5720371,2369,1
0,Red Deer,564816,5713285,2818,1
0,Red Deer,566220,5700226,2222,3
0,Red Deer,587146,5721389,2134,3
0,Red Deer,577585,5721835,2191,3
0,Red Deer,568126,5706248,2223,3
0,Red Deer,588768,5712618,2032,4
0,Red Deer,573686,5738723,2532,1
0,Red Deer,564777,5706084,2360,1
0,Red Deer,584209,5730778,2664,1
0,Red Deer,567299,5693904,2331,4
0,Red Deer,576936,5705909,2858,3
0,Red Deer,588991,5715854,2217,4
0,Red Deer,599769,5718058,2407,1
0,Red Deer,567241,5698633,1741,3
0,Red Deer,587338,5734551,2212,0
0,Red Deer,581945,5711380,2413,7
0,Red Deer,577176,5725130,1866,4
0,Red Deer,577964,5740588,2563,0
0,Red Deer,595574,5723744,2902,1
0,Red Deer,562159,5719228,1958,1
0,Red Deer,598466,5720883,1753,0
0,Red Deer,570719,5734581,2364,4
0,Red Deer,585324,5734164,2813,0
0,Red Deer,572901,5720350,1955,4
0,Red Deer,573253,5713420,1971,4
0,Red Deer,588559,5713861,2358,1
0,Red Deer,589394,5709299,2171,3
0,Red Deer,585207,5714660,2157,4
0,Red Deer,597510,5723686,2472,0
0,Red Deer,588422,5729538,1943,0
0,Red Deer,582995,5728446,1937,5
0,Red Deer,561002,5696609,1726,4
0,Red Deer,559514,5701039,2214,4
0,Red Deer,572929,5731462,2352,3
0,Red Deer,584290,5728977,2450,3
0,Red Deer,598276,5726571,2254,0
0,Red Deer,564544,5698134,2347,1
0,Red Deer,574251,5714960,1979,4
0,Red Deer,576702,5703088,2649,1
0,Red Deer,581214,5712960,2778,1
0,Red Deer,587730,5716757,2343,1
0,Red Deer,562454,5717231,2901,1
0,Red Deer,583937,5727486,1932,5
0,Red Deer,577564,5730269,2342,1
0,Red Deer,567985,5719392,2222,4
0,Red Deer,576027,5711480,2298,3
0,Red Deer,568197,5708562,2666,1
0,Red Deer,575709,5731499,2325,3
0,Red Deer,565248,5725185,2804,1
0,Red Deer,585780,5720553,2363,3
0,Red Deer,563834,5706169,2254,3
0,Red Deer,579853,5734062,2251,3
0,Red Deer,562391,5719574,2133,3
0,Red Deer,563386,5724029,2543,1
0,Red Deer,600423,5717839,2343,0
0,Red Deer,562776,5696306,2055,4
0,Red Deer,585499,5735187,2507,0
0,Red Deer,558095,5715215,2007,3
0,Red Deer,584379,5716943,2348,3
0,Red Deer,589204,5716066,2161,4
0,Red Deer,571837,5710257,2495,1
0,Red Deer,570396,5701953,2362,1
0,Red Deer,568673,5711517,2137,4
0,Red Deer,569029,5699312,2276,1
0,Red Deer,598212,5718745,2086,3
0,Red Deer,574056,5723040,1858,4
0,Red Deer,574210,5714986,1967,4
0,Red Deer,576914,5701552,2429,3
0,Red Deer,588349,5733635,2214,0
0,Red Deer,578651,5729682,2340,1
0,Red Deer,580423,5705547,2553,1
0,Red Deer,564209,5700158,2452,1
0,Red Deer,573198,5713951,1919,4
0,Red Deer,572433,5700285,2729,1
0,Red Deer,598990,5720660,1771,0
0,Red Deer,561966,5710321,2369,1
0,Red Deer,565980,5709443,2203,4
0,Red Deer,581141,5731481,2080,5
0,Red Deer,573589,5701694,2658,1
0,Red Deer,598872,5724816,2170,0
0,Red Deer,588090,5715096,2523,1
0,Red Deer,575095,5702788,2076,4
0,Red Deer,560294,5704759,2481,1
0,Red Deer,595767,5727204,2116,0
0,Red Deer,595782,5715976,1974,4
0,Red Deer,568890,5710153,2082,4
0,Red Deer,564058,5718699,2264,1
0,Red Deer,584495,5710109,2153,4
0,Red Deer,561387,5719495,1925,3
0,Red Deer,579080,5710815,2610,1
0,Red Deer,576225,5736992,2173,0
0,Red Deer,572172,5735798,2146,4
0,Red Deer,565571,5703443,2434,1
0,Red Deer,574043,5722058,1840,4
0,Red Deer,592497,5725589,2106,3
0,Red Deer,560409,5719633,1983,3
0,Red Deer,596722,5720292,2069,3
0,Red Deer,578354,5733313,2533,1
0,Red Deer,574098,5724149,1905,4
0,Red Deer,574659,5706683,1945,4
0,Red Deer,579241,5730000,2550,1
0,Red Deer,585435,5706004,2183,4
0,Red Deer,572132,5729617,2892,1
0,Red Deer,582552,5715474,2357,1
0,Red Deer,560880,5706857,2368,1
0,Red Deer,590242,5730924,1687,0
0,Red Deer,567865,5720665,2476,1
0,Red Deer,588189,5720306,2101,3
0,Red Deer,562187,5712160,1991,3
0,Red Deer,602701,5720765,1686,0
0,Red Deer,569574,5717199,2321,1
0,Red Deer,574648,5739644,2224,0
0,Red Deer,575715,5708476,2490,1
0,Red Deer,564556,5696903,2207,4
0,Red Deer,590733,5723060,2732,1
0,Red Deer,571916,5734011,2372,1
0,Red Deer,572204,5697898,2699,1
0,Red Deer,571455,5696110,2483,1
0,Red Deer,571563,5718709,2141,3
0,Red Deer,567342,5718789,2555,1
0,Red Deer,579177,5716580,2458,1
0,Red Deer,561796,5719026,2123,1
0,Red Deer,571965,5726987,2433,1
0,Red Deer,580085,5720858,2077,3
0,Red Deer,563758,5703887,2346,3
0,Red Deer,569161,5703742,2170,1
0,Red Deer,577117,5738426,2166,0
0,Red Deer,579865,5728314,2646,1
0,Red Deer,561090,5705002,2898,1
0,Red Deer,592805,5732121,1746,0
0,Red Deer,589732,5726796,1751,4
0,Red Deer,578190,5701019,2746,1
0,Red Deer,592400,5726293,2358,1
0,Red Deer,569522,5720671,2537,1
0,Red Deer,567050,5716997,2680,1
0,Red Deer,567596,5727803,2388,3
0,Red Deer,573142,5699739,2767,1
0,Red Deer,595829,5716849,2089,5
0,Red Deer,571549,5717058,2135,4
0,Red Deer,588665,5712015,2100,3
0,Red Deer,569586,5703701,2221,4
0,Red Deer,601904,5719182,2011,0
0,Red Deer,565839,5715041,2573,1
0,Red Deer,567965,5716841,2564,1
0,Red Deer,584056,5738889,2233,0
0,Red Deer,564922,5701532,2256,1
0,Red Deer,588235,5711623,2220,3
0,Red Deer,584871,5734341,2502,0
0,Red Deer,558928,5706692,2346,1
0,Red Deer,565153,5696691,1929,4
0,Red Deer,574220,5712358,2273,3
0,Red Deer,592256,5712983,2267,3
0,Red Deer,576482,5735136,2507,0
0,Red Deer,574020,5727143,2462,1
0,Red Deer,599910,5722833,1967,0
0,Red Deer,562243,5722059,2772,1
0,Red Deer,562466,5719904,2340,1
0,Red Deer,579340,5718165,2624,1
0,Red Deer,577612,5704190,2576,1
0,Red Deer,571948,5726094,2007,4
0,Red Deer,587579,5719331,2236,3
0,Red Deer,569493,5718388,2117,4
0,Red Deer,574565,5710531,2200,3
0,Red Deer,581379,5720662,2404,3
0,Red Deer,565654,5706682,2709,1
0,Red Deer,597564,5719456,1774,4
0,Red Deer,581976,5739856,2421,0
0,Red Deer,571077,5727881,2346,3
0,Red Deer,589409,5721789,2294,3
0,Red Deer,579623,5731006,2314,3
0,Red Deer,571652,5697178,2229,3
0,Red Deer,571539,5727845,2443,3
0,Red Deer,587145,5737765,2060,0
0,Red Deer,586675,5717585,2633,1
0,Red Deer,585647,5713093,2029,4
0,Red Deer,578009,5730826,2447,1
0,Red Deer,561878,5716613,2406,1
0,Red Deer,564179,5712502,2519,1
0,Red Deer,557985,5713450,1858,1
0,Red Deer,564801,5694792,1795,4
0,Red Deer,569998,5711097,1995,4
0,Red Deer,581999,5724399,1744,4
0,Red Deer,570990,5701626,2467,1
0,Red Deer,582634,5739139,2442,0
0,Red Deer,581763,5732098,2281,3
0,Red Deer,592205,5722719,2765,1
0,Red Deer,561368,5695440,1646,4
0,Red Deer,582371,5725207,1777,4
0,Red Deer,567111,5694725,2273,4
0,Red Deer,581290,5705335,2254,3
0,Red Deer,582416,5716932,2323,3
0,Red Deer,580011,5702462,2576,1
0,Red Deer,593066,5711906,2162,4
0,Red Deer,567766,5703188,2311,1
0,Red Deer,581317,5727579,2175,3
0,Red Deer,572905,5734129,2632,1
0,Red Deer,599759,5717657,2175,3
0,Red Deer,573656,5734022,2406,1
0,Red Deer,593501,5716374,1838,5
0,Red Deer,568499,5715272,2869,1
0,Red Deer,558518,5716806,2113,1
0,Red Deer,568583,5701931,1949,1
0,Red Deer,589366,5733356,2322,0
0,Red Deer,573250,5700572,2840,1
0,Red Deer,571371,5713764,1919,4
0,Red Deer,566322,5707910,2403,1
0,Red Deer,602890,5720001,1667,0
0,Red Deer,579735,5721638,2105,3
0,Red Deer,568506,5699388,1990,1
0,Red Deer,581298,5732166,2126,3
0,Red Deer,591549,5715947,1996,3
0,Red Deer,558103,5704778,2285,1
0,Red Deer,581302,5735164,2704,1
0,Red Deer,564943,5713173,2804,1
0,Red Deer,596692,5723138,2392,0
0,Red Deer,589338,5723992,2686,1
0,Red Deer,579680,5723451,1858,4
0,Red Deer,576900,5726387,1949,4
0,Red Deer,579797,5728737,2682,1
0,Red Deer,569486,5698899,2654,1
0,Red Deer,556158,5706182,1752,3
0,Red Deer,570702,5727833,2278,3
0,Red Deer,561880,5709124,2683,1
0,Red Deer,602341,5721348,1716,0
0,Red Deer,564912,5723974,2632,1
0,Red Deer,587897,5736637,2224,0
0,Red Deer,580091,5720680,2113,3
0,Red Deer,561866,5713067,1924,4
0,Red Deer,575480,5702364,2168,4
0,Red Deer,571713,5701858,2393,1
0,Red Deer,565249,5726990,2867,1
0,Red Deer,564436,5696223,2172,1
0,Red Deer,583435,5710707,2324,3
0,Red Deer,581012,5727631,2255,3
0,Red Deer,579654,5717845,2716,1
0,Red Deer,584687,5734460,2462,0
0,Red Deer,559884,5699780,1962,4
0,Red Deer,579428,5726353,1955,4
0,Red Deer,574461,5727790,2515,3
0,Red Deer,569392,5704904,2263,1
0,Red Deer,559562,5700222,1982,4
0,Red Deer,570841,5696916,2425,1
0,Red Deer,583632,5715883,2191,4
0,Red Deer,561140,5714206,2106,4
0,Red Deer,581490,5737373,2642,0
0,Red Deer,565303,5709822,2288,4
0,Red Deer,582221,5734511,2576,0
0,Red Deer,587966,5710602,1877,5
0,Red Deer,584195,5728048,2111,5
0,Red Deer,571117,5732984,2638,1
0,Red Deer,566867,5695611,2186,3
0,Red Deer,583730,5708098,2239,1
0,Red Deer,562761,5704970,2935,1
0,Red Deer,577953,5722267,2197,4
0,Red Deer,587693,5715004,2588,1
0,Red Deer,579306,5712009,2568,3
0,Red Deer,579542,5718587,2501,1
0,Red Deer,570322,5735101,2401,1
0,Red Deer,592518,5727937,2383,0
0,Red Deer,580513,5722214,2233,3
0,Red Deer,569333,5716918,2629,1
0,Red Deer,565253,5718072,2963,1
0,Red Deer,591186,5728478,1828,0
0,Red Deer,567588,5712831,2063,4
0,Red Deer,580656,5734854,2446,3
0,Red Deer,593888,5717143,1911,5
0,Red Deer,591443,5725805,2000,4
0,Red Deer,568625,5717929,2227,1
0,Red Deer,578883,5707184,2540,1
0,Red Deer,577078,5737897,2102,0
0,Red Deer,558614,5715637,2178,1
0,Red Deer,564840,5719038,2305,1
0,Red Deer,590516,5728940,1795,0
0,Red Deer,564698,5694801,1844,4
0,Red Deer,558495,5718249,2416,1
0,Red Deer,581336,5737211,2715,0
0,Red Deer,573842,5741098,1990,0
0,Red Deer,575051,5730264,2186,3
0,Red Deer,582104,5740415,2316,0
0,Red Deer,579023,5737367,2185,0
0,Red Deer,581352,5731635,2081,3
0,Red Deer,585240,5719475,2496,1
0,Red Deer,590069,5718973,2237,4
0,Red Deer,577889,5703864,2610,1
0,Red Deer,584534,5729839,2557,3
0,Red Deer,576092,5730610,2103,3
0,Red Deer,579974,5724427,1782,4
0,Red Deer,568512,5718411,2249,1
0,Red Deer,564684,5726570,2895,1
0,Red Deer,560762,5709935,2226,4
0,Red Deer,577511,5712326,2821,1
0,Red Deer,600023,5723022,1982,0
0,Red Deer,588293,5730000,1935,0
0,Red Deer,559890,5720959,2090,4
0,Red Deer,577738,5724766,1801,3
0,Red Deer,560261,5703790,2338,1
0,Red Deer,557867,5704261,2450,1
0,Red Deer,582828,5730389,2145,5
0,Red Deer,576477,5719405,2322,1
0,Red Deer,592407,5731097,1675,0
0,Red Deer,584517,5705636,2275,3
0,Red Deer,570833,5725067,2316,3
0,Red Deer,575568,5728006,2323,3
0,Red Deer,574825,5727379,2267,3
0,Red Deer,578884,5735680,2309,0
0,Red Deer,598735,5722573,2071,0
0,Red Deer,573757,5727021,2353,1
0,Red Deer,565837,5692490,1713,4
0,Red Deer,574423,5716480,2005,3
0,Red Deer,590970,5728355,1866,0
0,Red Deer,577782,5739539,2605,0
0,Red Deer,585918,5715715,2457,3
0,Red Deer,560129,5715589,1860,4
0,Red Deer,577654,5710485,2748,1
0,Red Deer,584811,5706408,2240,3
0,Red Deer,568724,5729812,2294,3
0,Red Deer,569932,5718046,2096,4
0,Red Deer,585017,5712801,2177,4
0,Red Deer,585398,5738749,2315,0
0,Red Deer,600382,5718070,2341,0
0,Red Deer,576694,5710495,2258,3
0,Red Deer,574824,5723214,1857,3
0,Red Deer,572472,5705126,2687,1
0,Red Deer,582714,5739437,2445,0
0,Red Deer,586263,5738015,2194,0
0,Red Deer,592842,5724376,2371,1
0,Red Deer,601606,5718443,1884,0
0,Red Deer,586366,5711462,2078,3
0,Red Deer,596901,5719943,2026,3
0,Red Deer,578801,5733723,2753,1
0,Red Deer,567665,5709314,2394,1
0,Red Deer,574555,5740316,2139,0
0,Red Deer,591812,5729471,1670,0
0,Red Deer,571260,5714972,2246,1
0,Red Deer,561972,5721797,2569,1
0,Red Deer,560256,5704231,2309,1
0,Red Deer,586279,5734799,2507,0
0,Red Deer,574516,5714526,2056,4
0,Red Deer,558776,5713317,1797,3
0,Red Deer,577040,5715807,2262,5
0,Red Deer,602343,5721666,1787,0
0,Red Deer,581203,5719174,2231,3
0,Red Deer,569814,5713577,2425,1
0,Red Deer,592480,5729622,1657,0
0,Red Deer,573968,5739239,2647,0
0,Red Deer,591053,5731186,1649,0
0,Red Deer,567841,5712551,2141,4
0,Red Deer,580463,5708085,2186,3
0,Red Deer,598434,5720437,1820,0
0,Red Deer,568282,5724183,2231,1
0,Red Deer,576101,5724689,1860,4
0,Red Deer,558481,5707972,1932,3
0,Red Deer,571925,5712386,1984,3
0,Red Deer,588031,5732704,2337,0
0,Red Deer,590011,5715281,2007,4
0,Red Deer,575386,5727162,2170,3
0,Red Deer,596927,5723190,2540,0
0,Red Deer,581905,5737542,2750,0
0,Red Deer,566771,5730871,2467,1
0,Red Deer,599845,5721214,1689,0
0,Red Deer,563393,5709223,2106,3
0,Red Deer,583187,5733653,2352,0
0,Red Deer,559557,5715347,1918,4
0,Red Deer,589016,5731571,1966,0
0,Red Deer,581276,5714872,2509,1
0,Red Deer,580048,5707450,2276,3
0,Red Deer,574948,5712003,2155,4
0,Red Deer,580941,5716079,2519,1
0,Red Deer,590390,5716580,2213,3
0,Red Deer,574367,5722344,1829,4
0,Red Deer,581708,5706958,2196,4
0,Red Deer,577826,5719144,2571,1
0,Red Deer,558456,5707347,2054,1
0,Red Deer,570010,5711818,1993,3
0,Red Deer,596221,5725598,2410,0
0,Red Deer,582568,5716571,2317,3
0,Red Deer,566660,5724737,2344,4
0,Red Deer,568862,5719787,2314,4
0,Red Deer,557184,5703683,2111,4
0,Red Deer,586191,5733953,2709,0
0,Red Deer,598868,5718379,2510,1
0,Red Deer,582693,5736624,2430,0
0,Red Deer,577468,5736829,2240,0
0,Red Deer,577124,5719511,2644,1
0,Red Deer,569348,5700912,2158,4
0,Red Deer,598301,5716415,2383,3
0,Red Deer,603399,5720634,1770,0
0,Red Deer,565786,5706130,2689,1
0,Red Deer,564925,5702316,2277,1
0,Red Deer,559129,5702745,2343,1
0,Red Deer,559902,5713259,1849,3
0,Red Deer,570282,5715110,2490,1
0,Red Deer,594199,5721837,2093,4
0,Red Deer,580849,5727124,2460,1
0,Red Deer,561460,5717350,2456,1
0,Red Deer,594931,5719906,1891,4
0,Red Deer,602934,5719012,1903,0
0,Red Deer,591908,5725067,2313,1
0,Red Deer,566733,5696514,2042,3
0,Red Deer,579621,5725092,1771,4
0,Red Deer,567484,5709810,2148,4
0,Red Deer,562666,5702758,2165,4
0,Red Deer,578242,5701247,2734,1
0,Red Deer,561045,5720415,2281,3
0,Red Deer,561634,5721142,2507,1
0,Red Deer,564482,5715162,2779,1
0,Red Deer,576748,5713606,2566,1
0,Red Deer,580778,5734513,2419,3
0,Red Deer,576182,5706921,2510,3
0,Red Deer,588091,5712124,2442,3
0,Red Deer,565201,5728624,2778,1
0,Red Deer,577679,5725533,1867,4
0,Red Deer,588844,5716648,2188,4
0,Red Deer,571732,5735674,2355,1
0,Red Deer,582636,5713788,2514,1
0,Red Deer,570054,5716423,2395,1
0,Red Deer,566853,5719368,2334,1
0,Red Deer,588622,5727281,1661,3
0,Red Deer,602646,5720218,1655,0
0,Red Deer,568820,5710257,2082,4
0,Red Deer,591495,5722334,2724,1
0,Red Deer,576223,5740577,2484,0
0,Red Deer,569235,5717156,2660,1
0,Red Deer,584142,5713543,2274,3
0,Red Deer,576527,5723219,1829,4
0,Red Deer,572933,5696873,2389,1
0,Red Deer,590129,5727093,1793,4
0,Red Deer,561352,5695829,1686,4
0,Red Deer,574305,5701900,2141,1
0,Red Deer,572631,5738269,2227,1
0,Red Deer,577844,5713421,2533,1
0,Red Deer,584382,5726761,1904,5
0,Red Deer,558709,5713127,1795,3
0,Red Deer,578760,5707002,2566,1
0,Red Deer,589185,5729947,1748,0
0,Red Deer,564556,5705527,2508,1
0,Red Deer,580927,5703851,2468,1
0,Red Deer,569959,5718115,2073,4
0,Red Deer,590551,5709891,2549,1
0,Red Deer,558926,5705965,2231,1
0,Red Deer,575646,5721109,2169,3
0,Red Deer,589858,5731348,1740,0
0,Red Deer,575327,5702259,2142,4
0,Red Deer,592285,5722143,2818,1
0,Red Deer,576428,5722117,2196,1
0,Red Deer,576873,5700705,2477,1
0,Red Deer,575904,5703139,2411,3
0,Red Deer,563336,5695623,2014,4
0,Red Deer,578289,5703402,2481,1
0,Red Deer,602240,5720393,1678,0
0,Red Deer,590018,5724193,2590,1
0,Red Deer,563723,5698957,2414,1
0,Red Deer,586135,5732678,2326,0
0,Red Deer,570581,5732078,2716,1
0,Red Deer,595604,5723667,2877,1
0,Red Deer,574735,5706139,1997,4
0,Red Deer,600909,5723148,1891,0
0,Red Deer,561285,5721309,2479,1
0,Red Deer,594080,5728965,1856,0
0,Red Deer,581550,5724543,1740,4
0,Red Deer,559831,5701038,2238,1
0,Red Deer,582746,5704102,2473,1
0,Red Deer,577057,5713727,2601,1
0,Red Deer,574945,5721329,1888,3
0,Red Deer,572955,5717867,1878,4
0,Red Deer,575537,5720684,2030,4
0,Red Deer,574764,5732809,2398,3
0,Red Deer,566032,5708593,2168,3
0,Red Deer,595286,5728797,1798,0
0,Red Deer,565959,5707300,2809,1
0,Red Deer,566405,5727729,2566,1
0,Red Deer,585221,5726423,1861,5
0,Red Deer,576624,5712346,2420,1
0,Red Deer,576930,5706292,2713,1
0,Red Deer,566490,5704742,2225,3
0,Red Deer,576694,5738321,2147,0
0,Red Deer,582374,5733538,2684,0
0,Red Deer,579935,5705367,2522,1
0,Red Deer,575847,5712645,2373,1
0,Red Deer,575971,5728386,2353,3
0,Red Deer,560275,5700722,2277,4
0,Red Deer,595048,5725600,2483,0
0,Red Deer,561946,5712752,1923,4
0,Red Deer,558029,5717239,2205,3
0,Red Deer,573051,5717514,1875,4
0,Red Deer,565024,5697358,2060,4
0,Red Deer,565480,5709825,2249,4
0,Red Deer,581092,5729007,2286,3
0,Red Deer,575361,5736036,2339,0
0,Red Deer,566423,5702396,2358,1
0,Red Deer,596720,5726033,2279,0
0,Red Deer,563135,5717898,2544,1
0,Red Deer,572754,5713393,1920,4
0,Red Deer,568441,5710910,2053,4
0,Red Deer,578540,5703064,2332,1
0,Red Deer,589447,5710401,2135,3
0,Red Deer,559666,5715772,1908,4
0,Red Deer,571691,5729845,2854,1
0,Red Deer,574001,5699183,2758,1
0,Red Deer,593055,5724792,2187,1
0,Red Deer,578667,5709830,2855,1
0,Red Deer,572149,5711774,2043,4
0,Red Deer,564845,5703301,2442,1
0,Red Deer,587603,5722463,2138,4
0,Red Deer,573340,5719191,1836,4
0,Red Deer,564494,5704693,2372,1
0,Red Deer,557791,5715528,2086,1
0,Red Deer,582651,5716984,2295,3
0,Red Deer,588253,5715195,2468,1
0,Red Deer,559355,5707377,2597,1
0,Red Deer,575852,5719751,2217,3
0,Red Deer,575908,5706137,2238,3
0,Red Deer,601365,5720056,1841,0
0,Red Deer,593688,5723712,2553,1
0,Red Deer,582549,5711251,2469,1
0,Red Deer,585461,5706220,2166,4
0,Red Deer,574597,5703022,2074,3
0,Red Deer,590577,5712263,2441,1
0,Red Deer,581872,5733601,2679,1
0,Red Deer,590278,5723587,2677,1
0,Red Deer,579789,5707501,2356,3
0,Red Deer,558585,5716384,2285,1
0,Red Deer,579275,5718702,2430,1
0,Red Deer,572989,5704616,2682,1
0,Red Deer,593246,5713975,1936,4
0,Red Deer,560156,5712162,2040,4
0,Red Deer,577617,5703749,2840,1
0,Red Deer,575282,5724345,1823,4
0,Red Deer,586528,5728083,2400,1
0,Red Deer,558724,5710933,1782,4
0,Red Deer,562341,5722025,2708,1
0,Red Deer,580363,5705440,2505,1
0,Red Deer,571799,5736272,2176,4
0,Red Deer,590901,5720970,2522,1
0,Red Deer,564833,5696316,2006,4
0,Red Deer,573787,5704100,2379,1
0,Red Deer,588070,5710389,1885,5
0,Red Deer,590706,5721708,2612,1
0,Red Deer,571968,5738552,2114,4
0,Red Deer,563568,5703516,2351,1
0,Red Deer,562790,5718034,2459,1
0,Red Deer,593634,5729633,1688,0
0,Red Deer,563198,5725054,2521,1
0,Red Deer,574653,5706861,1938,4
0,Red Deer,586536,5720676,2211,4
0,Red Deer,574883,5732150,2285,3
0,Red Deer,568846,5697332,2038,3
0,Red Deer,586747,5730942,2403,0
0,Red Deer,581064,5711018,2620,1
0,Red Deer,563372,5693881,1705,4
0,Red Deer,582035,5715110,2268,3
0,Red Deer,581016,5734941,2529,1
0,Red Deer,583732,5718324,2581,3
0,Red Deer,582546,5717139,2291,3
0,Red Deer,569709,5732525,2410,1
0,Red Deer,590587,5730380,1653,0
0,Red Deer,574335,5728367,2411,1
0,Red Deer,558906,5703822,2212,3
0,Red Deer,599086,5726367,2273,0
0,Red Deer,564167,5693454,1770,4
0,Red Deer,558820,5715766,2165,4
0,Red Deer,580804,5714915,2671,1
0,Red Deer,578639,5724649,1795,4
0,Red Deer,566829,5714080,2342,1
0,Red Deer,592952,5731531,1720,0
0,Red Deer,558478,5715812,2241,1
0,Red Deer,571223,5709984,2293,1
0,Red Deer,581337,5720631,2375,3
0,Red Deer,578393,5709249,2867,1
0,Red Deer,573055,5726311,1999,4
0,Red Deer,576347,5735573,2638,0
0,Red Deer,586371,5715742,2467,1
0,Red Deer,586854,5709690,1936,4
0,Red Deer,574810,5717919,1902,4
0,Red Deer,591388,5725462,1957,4
0,Red Deer,566712,5728200,2612,1
0,Red Deer,592230,5711485,2214,4
0,Red Deer,559191,5715234,1967,4
0,Red Deer,583149,5710280,2290,1
0,Red Deer,567521,5719314,2245,7
0,Red Deer,562090,5702753,2274,3
0,Red Deer,566094,5707476,2664,1
0,Red Deer,574323,5733037,2340,3
0,Red Deer,581049,5728306,2363,3
0,Red Deer,598134,5725235,2167,0
0,Red Deer,593620,5729933,1646,0
0,Red Deer,561876,5709417,2670,1
0,Red Deer,578298,5724287,1827,4
0,Red Deer,565613,5701318,2195,3
0,Red Deer,559836,5714205,1837,3
0,Red Deer,574412,5716691,1969,4
0,Red Deer,571247,5701927,2336,1
0,Red Deer,593807,5728442,2128,0
0,Red Deer,587545,5711020,1900,4
0,Red Deer,591946,5725130,2313,1
0,Red Deer,577741,5730067,2358,1
0,Red Deer,558781,5699270,1683,4
0,Red Deer,573041,5727893,2739,1
0,Red Deer,579536,5714454,2140,3
0,Red Deer,558895,5711783,1794,3
0,Red Deer,597387,5718784,1813,4
0,Red Deer,562678,5697623,2611,1
0,Red Deer,575002,5701712,2224,1
0,Red Deer,575128,5718792,1938,4
0,Red Deer,593509,5723391,2394,1
0,Red Deer,570445,5709613,2303,1
0,Red Deer,568137,5727861,2541,1
0,Red Deer,586707,5733998,2438,0
0,Red Deer,564129,5697500,2341,1
0,Red Deer,572486,5734604,2380,3
0,Red Deer,582159,5726334,1887,4
0,Red Deer,599527,5726140,2115,0
0,Red Deer,566872,5724075,2246,1
0,Red Deer,578146,5719054,2394,1
0,Red Deer,575335,5739928,2135,0
0,Red Deer,586860,5709307,2019,3
0,Red Deer,584106,5712720,2341,1
0,Red Deer,578553,5708563,2629,1
0,Red Deer,575656,5716585,2162,4
0,Red Deer,560673,5717043,1941,3
0,Red Deer,563716,5702778,2610,1
0,Red Deer,569881,5728247,2147,4
0,Red Deer,568813,5720139,2385,3
0,Red Deer,568352,5725361,2290,4
0,Red Deer,589929,5724629,2311,1
0,Red Deer,571923,5696157,2461,1
0,Red Deer,565972,5717111,2771,1
0,Red Deer,575851,5706553,2252,3
0,Red Deer,575945,5721701,2470,1
0,Red Deer,575641,5714672,2482,1
0,Red Deer,579310,5715212,2205,3
0,Red Deer,575846,5715414,2479,1
0,Red Deer,565866,5695852,1709,4
0,Red Deer,578947,5722556,2045,3
0,Red Deer,579027,5706013,2764,1
0,Red Deer,604471,5720960,1947,0
0,Red Deer,560406,5717158,1869,4
0,Red Deer,591746,5711624,2404,1
0,Red Deer,572231,5713469,1945,3
0,Red Deer,578890,5728363,2425,1
0,Red Deer,586050,5733491,2432,0
0,Red Deer,570396,5725467,2218,1
0,Red Deer,589898,5709294,2232,3
0,Red Deer,586898,5735914,2227,0
0,Red Deer,586949,5729412,2747,1
0,Red Deer,563059,5694258,1708,4
0,Red Deer,574822,5710219,2334,1
0,Red Deer,562325,5694850,1704,4
0,Red Deer,570715,5730971,2642,1
0,Red Deer,572725,5731594,2438,3
0,Red Deer,585352,5721297,2276,3
0,Red Deer,588081,5727893,1940,4
0,Red Deer,565109,5694185,1707,4
0,Red Deer,558521,5718873,2323,3
0,Red Deer,583250,5737779,2875,0
0,Red Deer,565651,5697738,1798,4
0,Red Deer,569763,5711249,1983,4
0,Red Deer,591406,5730725,1633,0
0,Red Deer,564758,5722530,2659,1
0,Red Deer,561830,5694325,1606,4
0,Red Deer,562338,5724270,2853,1
